"Fon Kodu","Fon Adı","Şemsiye Fon Türü","1 Ay (%)","3 Ay (%)","6 Ay (%)","Yılbaşı (%)","1 Yıl (%)","3 Yıl (%)","5 Yıl (%)"
"TGR","AK PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-3,5701","20,2416","46,8705","2,4227","33,9766","-","-"
"HPO","HSBC PORTFÖY ÇOKLU VARLIK BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,5202","10,5614","17,9246","0,0715","33,8847","79,6484","147,3094"
"YMM","YAPI KREDİ PORTFÖY EMİRGAN SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,8066","2,8078","17,2840","0,0000","33,5058","220,7212","-"
"IMO","İŞ PORTFÖY ODAK SERBEST ÖZEL FON","Serbest Şemsiye Fonu","1,9571","7,3395","21,2967","0,8972","33,0347","79,2944","-"
"FCV","FİBA PORTFÖY ÇOKLU VARLIK BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,1011","10,9666","22,0137","0,5280","33,0006","80,7154","155,7640"
"IYP","İSTANBUL PORTFÖY YILDIZ SERBEST ÖZEL FON","Serbest Şemsiye Fonu","-7,5498","21,9628","42,0413","-3,2029","32,9682","-","-"
"OPD","OSMANLI PORTFÖY ANKA SERBEST FON","Serbest Şemsiye Fonu","3,4247","13,8133","21,4427","0,0000","32,5842","100,4944","-"
"TMC","İŞ PORTFÖY TEMA DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,5744","7,4220","15,2703","0,9728","32,4873","62,9028","109,6554"
"GME","INVEO PORTFÖY EGE SERBEST ÖZEL FON","Serbest Şemsiye Fonu","0,8498","4,8690","15,1015","0,0000","32,4822","264,6166","-"
"ACU","İSTANBUL PORTFÖY URARTU SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","-0,2395","8,1859","18,6154","0,0000","32,4797","214,0039","-"
"GGM","GARANTİ PORTFÖY GMS SERBEST ÖZEL FON","Serbest Şemsiye Fonu","1,0696","13,9728","24,3634","0,9768","32,3819","-","-"
"APT","AK PORTFÖY ORTA VADELI BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","2,5001","8,7896","19,5900","0,7436","32,3224","59,3242","129,7309"
"TE4","TEB PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,5986","6,7603","17,1128","-0,0020","32,3082","-","-"
"NSK","NEO PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","0,3715","5,9469","16,4843","0,9601","32,1568","-","-"
"FVS","QNB FİNANS PORTFÖY VİZYON SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","2,5658","11,0748","24,0043","0,0407","32,1028","208,4122","-"
"AGC","AK PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,4279","0,3647","10,0129","0,1899","32,0020","174,7882","-"
"AIG","AZİMUT PORTFÖY İA SERBEST ÖZEL FON","Serbest Şemsiye Fonu","0,3510","7,1205","16,0039","0,0000","31,2064","182,5812","360,4279"
"ILZ","İŞ PORTFÖY TEMKİNLİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","2,8433","9,7875","16,6673","0,6274","30,6334","-","-"
"PAI","AK PORTFÖY ING BANK ÖZEL BANKACILIK VE PLATINUM DEĞİŞKEN ÖZEL FON","Değişken Şemsiye Fonu","2,2694","8,2866","18,3978","0,4892","30,4629","-","-"
"TE3","TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,3101","5,7384","15,2862","0,1189","30,4193","80,3708","149,2685"
"AFS","AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","-0,7898","15,7843","14,9964","1,2576","30,3293","322,9764","507,0003"
"IPF","PERFORM PORTFÖY İKİNCİ SERBEST FON","Serbest Şemsiye Fonu","0,8212","7,9439","17,3020","0,0000","30,3117","75,8645","-"
"TLE","AURA PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,0870","15,3672","26,8659","1,1846","30,2454","188,9387","376,8157"
"UJA","ÜNLÜ PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON","Serbest Şemsiye Fonu","2,0829","7,2004","12,7029","0,7695","30,1548","-","-"
"ESG","MÜKAFAT PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK SERBEST FON","Serbest Şemsiye Fonu","1,7601","6,5502","14,3997","0,1718","30,1537","-","-"
"AFV","AK PORTFÖY  AVRUPA YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","0,7354","18,7737","23,4249","3,1613","30,0884","225,7748","375,0723"
"TI4","İŞ PORTFÖY TEMKİNLİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,3009","8,4499","16,3702","0,2511","30,0128","80,5858","157,0058"
"GBC","AZİMUT PYŞ YABANCI BYF FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,3035","9,8719","13,1976","2,2499","29,6059","202,1575","414,7635"
"KRC","KARE PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","1,8115","7,2689","17,2729","0,2175","29,4319","63,9143","134,9422"
"PYF","AZİMUT PORTFÖY YONCA SERBEST ÖZEL FON","Serbest Şemsiye Fonu","-1,2303","4,1578","14,8613","0,7983","29,0083","-","-"
"IAT","İŞ PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU","Katılım Şemsiye Fonu","1,6948","5,7589","13,6729","0,1516","29,0077","60,9762","123,6196"
"TZH","ZİRAAT PORTFÖY TZH SERBEST ÖZEL FON","Serbest Şemsiye Fonu","3,1516","8,5059","15,3364","0,6923","28,9844","-","-"
"SSO","AK PORTFÖY AK SANDIK SERBEST ÖZEL FON","Serbest Şemsiye Fonu","1,7100","6,7856","16,2748","0,3195","28,8850","71,9918","154,5534"
"MPK","MÜKAFAT PORTFÖY KİRA SERTİFİKASI KATILIM FONU","Katılım Şemsiye Fonu","3,1167","7,5817","14,6290","0,0813","28,7753","72,8105","143,8942"
"KUB","KARE PORTFÖY DEĞİŞKEN  (DÖVİZ) FONU","Değişken Şemsiye Fonu","-0,0595","6,6782","16,5459","1,0087","28,7157","242,5533","502,0608"
"MJB","AKTİF PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-0,9838","5,6299","20,9615","0,8879","28,6449","-","-"
"OGF","OYAK PORTFÖY OYAK ÜYELERI İLE ÇALIŞANLARıNA YÖNELİK BORÇLANMA ARAÇLARI ÖZEL FONU","Borçlanma Araçları Şemsiye Fonu","6,9886","11,3184","17,3607","0,1826","28,1451","77,2489","-"
"TDG","İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","0,7521","2,6214","10,5837","0,2217","27,4057","190,7936","375,1915"
"YTD","YAPI KREDİ PORTFÖY YABANCI FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-1,3274","8,6016","14,3459","1,6705","27,3431","250,6168","474,9797"
"DDF","DENİZ PORTFÖY DİNAMO SERBEST FON","Serbest Şemsiye Fonu","2,4274","5,0522","16,2291","0,9662","27,2840","59,5639","-"
"ZPG","ZİRAAT PORTFÖY KİRA SERTİFİKALARI (SUKUK) KATILIM FONU","Katılım Şemsiye Fonu","1,7262","5,3296","12,8961","0,1450","26,8161","64,1971","138,8891"
"GYK","INVEO PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","2,3728","5,5856","15,2321","0,2469","26,7913","67,0895","143,3298"
"HOY","HSBC PORTFÖY YABANCI BYF FON SEPETI","Fon Sepeti Şemsiye Fonu","-1,0461","5,9814","14,6216","1,3983","26,6045","198,5619","371,9842"
"FIT","FİBA PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","0,1289","2,9986","13,3709","-0,3079","26,4233","56,7184","123,7506"
"GBV","GARANTİ PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,6592","12,4164","34,2577","2,3657","26,4095","-","-"
"THV","ATA PORTFÖY ALTINCI SERBEST FON","Serbest Şemsiye Fonu","1,5066","51,5629","31,3921","0,8093","26,3927","-","-"
"NJR","NUROL PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","2,2370","6,6553","13,9254","0,2069","26,0706","-","-"
"OYT","OYAK PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","1,6951","8,4506","17,4292","0,2669","25,7942","73,3133","166,6903"
"GA1","GARANTİ PORTFÖY  BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","1,6473","5,4206","11,8837","0,1388","25,6984","64,6313","123,3096"
"CTG","İŞ PORTFÖY FEFON SERBEST ÖZEL FON","Serbest Şemsiye Fonu","2,6131","9,6167","36,5682","0,5771","25,6960","-","-"
"NJG","NUROL PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","2,2878","6,3630","12,9378","0,2213","25,6405","-","-"
"TPO","İŞ PORTFÖY PY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) ÖZEL FONU","Borçlanma Araçları Şemsiye Fonu","2,5571","6,0039","11,0700","0,1690","25,4282","69,0500","146,9163"
"KTN","KT PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU","Katılım Şemsiye Fonu","2,3116","6,0736","12,8511","0,1187","25,3513","59,8657","123,8494"
"OSD","OSMANLI PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","2,0609","6,2153","12,1329","0,1880","25,2857","77,3859","156,0821"
"FZP","FİBA PORTFÖY SERBEST FON","Serbest Şemsiye Fonu","2,1956","6,7521","14,4834","0,0524","25,2330","-","-"
"GTF","AZİMUT PYŞ BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","2,2468","6,2733","12,3914","0,2088","25,0538","70,6827","143,6899"
"AHU","ATLAS PORTFÖY BİRİNCİ ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","2,3542","6,9629","13,7443","0,2388","24,9641","69,6915","152,3258"
"GZV","GARANTİ PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-2,9207","7,5563","21,2111","1,0275","24,8656","-","-"
"NIG","KIG PORTFÖY SERBEST FON","Serbest Şemsiye Fonu","1,0655","6,8837","17,8135","2,6795","23,7364","-","-"
"IJB","İŞ PORTFÖY DİJİTAL OYUN SEKTÖRÜ KARMA FON","Karma Şemsiye Fonu","3,0725","14,1909","20,5541","2,2673","23,7192","-","-"
"TBT","TEB PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","2,6561","6,2815","14,3759","0,8586","23,4234","43,0286","94,1749"
"AZF","AK PORTFÖY PY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) ÖZEL FONU","Borçlanma Araçları Şemsiye Fonu","2,9729","6,8930","12,4332","0,8496","23,4026","71,1335","156,5600"
"DPK","DENİZ PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU","Katılım Şemsiye Fonu","1,7114","5,4766","11,6526","0,1515","23,0735","55,8756","114,1073"
"AIS","AK PORTFÖY KİRA SERTİFİKALARI KATILIM FONU","Katılım Şemsiye Fonu","2,0108","5,3868","12,8870","0,1634","23,0615","48,5986","112,8934"
"GLS","AZİMUT PORTFÖY  KİRA SERTİFİKALARI (SUKUK) KATILIM FONU","Katılım Şemsiye Fonu","2,2042","7,0896","13,0838","0,1638","23,0591","66,2015","147,6198"
"NRG","NEO PORTFÖY BİRİNCİ PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","1,9275","5,7977","11,8793","0,1870","22,9414","-","-"
"NZH","NEO PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","1,8789","5,7425","11,5943","0,1817","22,9264","-","-"
"PPN","NUROL PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,9319","5,7626","11,7735","0,1908","22,8379","-","-"
"PPF","AZİMUT PORTFÖY AKÇE SERBEST FON","Serbest Şemsiye Fonu","1,3163","4,0075","8,4733","0,1291","22,8170","43,0657","-"
"HYV","HEDEF PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,8859","5,6924","11,7485","0,1828","22,6748","-","-"
"ISS","İŞ PORTFÖY DEĞER SERBEST ÖZEL FON","Serbest Şemsiye Fonu","0,2655","4,8665","21,4121","0,4930","22,4162","205,9514","-"
"YBS","YAPI KREDİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","2,2345","5,3878","10,5679","0,1537","22,0127","59,1133","122,0388"
"GBL","AZİMUT PYŞ KISA VADELİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","1,9592","5,9671","11,9169","0,1891","21,9875","61,1021","127,6502"
"GBG","INVEO PORTFÖY G-20 ÜLKELERİ YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","-2,1440","11,2027","17,2544","2,0003","21,7655","226,0312","412,2597"
"DGH","ATA PORTFÖY ÜÇÜNCÜ SERBEST (TL) FONU","Serbest Şemsiye Fonu","1,7529","5,4290","11,5122","0,1411","21,7155","61,3305","134,9056"
"GPB","GARANTİ PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,9964","5,7275","11,5629","0,1868","21,7134","68,7589","136,7040"
"OKT","OYAK PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","1,9978","5,5941","11,1229","0,1915","21,6492","61,4058","138,7705"
"HYP","AZİMUT PORTFÖY İVME SERBEST FON","Serbest Şemsiye Fonu","-5,2111","4,0234","13,5389","0,0000","21,6188","-","-"
"IST","İSTANBUL PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","1,8255","5,4264","11,0737","0,1733","21,3999","59,6961","132,3852"
"FSF","FİBA PORTFÖY KISA VADELİ SERBEST (TL) FON","Serbest Şemsiye Fonu","1,8610","5,1888","10,7185","0,1783","21,1157","59,3255","-"
"RSF","ATA PORTFÖY ROYAL SERBEST FON","Serbest Şemsiye Fonu","0,6507","0,1499","25,9811","0,1501","21,0579","-","-"
"KTR","KT PORTFÖY BİRİNCİ KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","1,8065","5,2359","10,9963","0,1675","21,0538","60,8798","128,0065"
"GUE","GARANTİ PORTFÖY ÖPY PARA PİYASASI (TL) ÖZEL FON","Para Piyasası Şemsiye Fonu","1,7319","5,3525","11,6999","0,1561","21,0379","-","-"
"EIL","QİNVEST PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","1,5697","4,8490","10,5975","0,1551","20,9599","58,7885","123,7883"
"PPZ","AZİMUT PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","1,7758","5,4351","11,0619","0,1720","20,8869","-","-"
"YCY","İSTANBUL PORTFÖY KİRA SERTİFİKALARI KATILIM FONU","Katılım Şemsiye Fonu","1,7159","5,3479","10,9205","0,3082","20,7837","-","-"
"BGP","AK PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,8867","5,3015","10,8552","0,1718","20,4206","-","-"
"RBV","ALBARAKA PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU","Katılım Şemsiye Fonu","2,1490","5,4874","11,0164","0,1779","20,3371","52,8540","-"
"IDL","MÜKAFAT PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","1,7949","5,2952","10,9327","0,1736","20,2865","-","-"
"ANL","AK PORTFÖY ALTERNATİF BANK PARA PİYASASI (TL)FONU","Para Piyasası Şemsiye Fonu","1,8223","5,1812","10,7330","0,1732","20,2599","56,5745","123,8564"
"GPZ","GARANTİ PORTFÖY ÜÇÜNCÜ PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","1,7707","5,3492","10,7403","0,1662","20,2369","-","-"
"FIL","FİBA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,8092","5,2622","10,7423","0,1657","20,2177","58,0253","126,7552"
"TRR","TEB PORTFÖY BEŞİNCİ SERBEST (TL) FONU","Serbest Şemsiye Fonu","2,0548","5,7967","11,1846","0,1953","20,0779","-","-"
"ZPK","ZİRAAT PORTFÖY KISA VADELİ KİRA SERTİFİKASI KATILIM (TL) FONU","Katılım Şemsiye Fonu","1,6917","5,0101","10,5028","0,1669","20,0713","53,5510","116,9124"
"VK6","ZİRAAT PORTFÖY VAKIFBANK PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,8851","5,3174","10,7656","0,1839","20,0361","56,3825","123,6619"
"SLF","FİBA PORTFÖY ŞEKERBANK PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,6993","5,0893","10,5214","0,1550","19,9896","56,9015","122,1266"
"FYO","QNB FINANS PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","1,8257","5,3631","10,7714","0,1759","19,9492","51,4187","111,3721"
"HLL","ZİRAAT PORTFÖY HALKBANK PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,8844","5,2878","10,7390","0,1863","19,8896","55,9080","121,9482"
"TZL","ZİRAAT PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,8036","5,2850","10,7119","0,1673","19,8713","56,0385","123,2670"
"AYR","AK PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","2,3576","5,8152","10,6919","0,4794","19,8271","55,3085","120,6417"
"UPP","ÜNLÜ PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,6523","4,9982","9,9218","0,1750","19,7862","57,6248","-"
"HPV","ZİRAAT PORTFÖY HALKBANK KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU","Katılım Şemsiye Fonu","1,6675","4,9429","10,3355","0,1669","19,7765","52,7949","112,0923"
"VFK","ZİRAAT PORTFÖY İKİNCİ KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU","Katılım Şemsiye Fonu","1,6917","4,9889","10,3307","0,1609","19,7679","-","-"
"BRG","TEB PORTFÖY BURGAN BANK PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,7277","5,0488","10,4360","0,1609","19,7443","-","-"
"YDK","YAPI KREDİ PORTFÖY ÇALIŞAN HESAP KISA VADELİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","1,5934","4,9481","10,5451","0,1774","19,5419","50,4919","108,4799"
"PJL","PHİLLİP PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","1,6382","4,8511","10,0085","0,1564","19,5008","-","-"
"GBN","GARANTİ PORTFÖY BEŞİNCİ (TL) SERBEST FON","Serbest Şemsiye Fonu","1,8055","5,2349","10,5859","0,1820","19,4999","58,9129","-"
"MPF","MÜKAFAT PORTFÖY KISA VADELİ KİRA SERTİFİKASI KATILIM FONU","Katılım Şemsiye Fonu","1,7441","5,0126","9,9931","0,1862","19,4848","54,2953","114,9588"
"HKV","ZİRAAT PORTFÖY HALKBANK KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","1,6608","4,7331","9,8303","0,1770","19,3240","54,1650","120,9210"
"ECV","GLOBAL MD PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","1,4746","4,5904","10,2086","0,1675","19,2477","50,5842","109,7145"
"GTL","GARANTİ PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,7114","4,9302","10,3866","0,1704","19,2028","54,0855","118,1041"
"FI5","QNB FİNANS PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,7136","5,0055","10,2293","0,1561","19,1702","53,8631","119,1854"
"RBT","ALBARAKA PORTFÖY KİRA SERTİFİKALARI  KATILIM FONU","Katılım Şemsiye Fonu","2,4733","5,7185","11,3088","0,1175","19,1247","48,4754","-"
"IOP","İŞ PORTFÖY ODEABANK PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,6957","4,8983","10,2548","0,1644","19,1086","-","-"
"GAL","GARANTİ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,6771","4,8888","10,2684","0,1639","19,0983","53,7133","117,3679"
"FBZ","FİBA PORTFÖY ROTA SERBEST FON","Serbest Şemsiye Fonu","1,6861","4,7675","10,5637","0,1840","19,0791","-","-"
"DLY","DENİZ PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,7249","4,9797","10,1645","0,1723","18,9345","54,0577","117,5389"
"TBV","İŞ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","1,8156","4,8575","9,0119","0,1411","18,9007","55,0057","119,3972"
"IBK","İŞ PORTFÖY MAXİMUM KART KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","1,6613","4,9319","10,4812","0,1564","18,8641","53,4985","114,5055"
"TGT","GARANTİ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","1,4796","4,1491","9,8762","0,1877","18,8453","51,3705","109,1550"
"FPK","FİBA PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL)FONU","Borçlanma Araçları Şemsiye Fonu","1,5548","4,5573","9,7407","0,1590","18,7991","52,6869","114,0557"
"NZT","NEO PORTFÖY PY BORÇLANMA ARAÇLARI  ÖZEL FONU","Borçlanma Araçları Şemsiye Fonu","1,0666","3,1903","5,8849","0,1732","18,7937","-","-"
"YLB","YAPI KREDİ PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","1,5929","4,6539","9,7781","0,1576","18,7887","53,4369","118,2894"
"ONN","MÜKAFAT PORTFÖY AKTİF ONİKS SERBEST FON","Serbest Şemsiye Fonu","1,7057","4,8207","9,7820","0,1656","18,7804","-","-"
"OKP","OYAK PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","1,4523","4,5525","9,4746","0,1511","18,7800","54,8609","-"
"OSL","OSMANLI PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","1,4556","4,1838","8,9373","0,1382","18,7396","57,0826","122,6033"
"KTV","KT PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU","Katılım Şemsiye Fonu","1,5558","4,6224","9,8584","0,1424","18,6910","50,1946","107,4732"
"PVK","ALBARAKA PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","1,2923","4,3038","9,5768","0,1529","18,5459","-","-"
"ICE","ICBC TURKEY PORTFOY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,6542","4,7728","9,7685","0,1617","18,4691","53,2114","117,6549"
"KSV","KT PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","1,6212","4,7971","10,0980","0,1568","18,4271","51,5021","-"
"SKT","FİBA PORTFÖY ŞEKERBANK KISA VADELİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","1,3769","4,2513","9,2289","0,1437","18,3771","52,7939","113,3605"
"VKT","ZİRAAT PORTFÖY VAKIFBANK KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","1,6715","4,5884","9,3658","0,1675","18,3547","52,0740","114,5115"
"FSK","QNB FİNANS PORTFÖY KISA VADELİ SERBEST FON","Serbest Şemsiye Fonu","1,7451","4,7361","9,7531","0,1935","18,2935","-","-"
"TI1","İŞ PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,5672","4,5810","9,5519","0,1506","18,2720","52,1873","117,2732"
"OTF","OYAK PORTFÖY KISA VADELİ KİRA SERTİFİKASI KATILIM (TL) FONU","Katılım Şemsiye Fonu","1,5977","4,6363","9,6553","0,1361","18,2607","48,5978","-"
"TNK","TEB PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","1,3973","4,1673","9,5200","0,1518","18,2146","48,1335","105,2354"
"ALE","AK PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,7261","4,6950","9,4851","0,1641","18,1808","52,3056","117,5398"
"ABU","AK PORTFÖY BİREBİR BANKACILIK DEĞİŞKEN ÖZEL FON","Değişken Şemsiye Fonu","1,6092","4,7908","9,6847","0,1728","18,1540","49,6849","107,9650"
"ADE","AK PORTFÖY DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,8816","5,3259","10,5348","0,2320","18,1454","50,1563","107,0035"
"IJV","İSTANBUL PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,5424","4,4609","8,8822","0,1466","18,0081","-","-"
"YHT","YAPI KREDİ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","1,2704","4,2299","9,3386","0,1630","18,0044","47,2056","105,3534"
"TSI","İŞ PORTFÖY MAKSİMUM HESAP KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","1,5781","4,4935","9,8536","0,1559","17,9874","47,4805","104,9591"
"ECB","GLOBAL MD PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","1,3165","3,9560","8,8526","0,1342","17,8636","53,1453","118,3496"
"GYL","INVEO PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","1,2179","4,1425","9,4121","0,1364","17,8028","48,6866","106,9300"
"DBK","DENİZ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","1,7865","4,9044","9,6741","0,1768","17,7015","50,6429","107,7667"
"FYT","QNB FİNANS PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","1,5228","4,4118","9,4725","0,1675","17,6118","46,0313","100,7859"
"TZV","ZİRAAT PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","1,6372","4,4271","9,0197","0,1739","17,5076","50,2619","109,8092"
"AOY","AK PORTFÖY ALTERNATİF ENERJİ YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","-7,7924","0,7803","20,1041","-0,1639","17,4737","110,0894","229,9147"
